designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 2927061482568788608,2927061482568788608,100.69299601512117,-21.208020145542083,1.4006735535735964,0.5094479,-0.05480651379677773,3.442874195099079,1.1157624,20.237902,1.4693508,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9086797932676046
Gaia DR3 2927287324830410496,2927287324830410496,100.6970355297294,-20.2254564914835,1.3575943149887142,1.0614696,-0.7291685857739248,0.9758054064900916,1.0266591,20.804932,0.9425621,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9096188621983912
Gaia DR3 2926162971113892224,2926162971113892224,102.14799238015304,-21.409213573905035,1.3667008810880454,0.24588011,-1.9320704685146484,1.5004532801232278,1.0162303,19.264875,2.456606,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9100338724717852
Gaia DR3 2926204413250932352,2926204413250932352,102.4524930942893,-20.96248475938258,1.3554287184979017,0.8213139,2.860765689362554,1.2131061098038405,1.3325174,20.34147,2.153511,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9113548377736385
Gaia DR3 2926068142537905408,2926068142537905408,102.00005782411857,-21.50910264011203,1.370424826641727,0.0663173,-5.124317303334806,-19.37264209568957,1.0170763,17.293888,1.8271561,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4151.573,4.6884,-0.0078,681.5871,0.678,0.4893,0.2636,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9118077045547347
Gaia DR3 2926162425656498432,2926162425656498432,102.1076490448156,-21.443470470574702,1.3773908867162663,0.87382257,-3.142496854360014,2.7266672683163966,1.132857,20.581108,2.290722,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9128925803414455
Gaia DR3 2926812782483736576,2926812782483736576,101.66774925730729,-21.62119216330058,1.3943879523073883,0.27511522,1.4859236439834085,-3.328796566457668,1.049244,19.41227,2.302456,,VARIABLE,0,false,false,false,true,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9140530606210258
Gaia DR3 2926873053759734656,2926873053759734656,100.73206476258264,-21.275058332057956,1.3765017019908747,0.29595828,6.869045756796629,4.490509372327293,1.01917,19.742535,2.611103,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9170810432702147
Gaia DR3 2926063847561442816,2926063847561442816,101.76941678499819,-21.60410158530094,1.3555010722291554,0.35601804,-1.4861321190306749,-5.418954361587354,1.0318115,19.640118,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9172286737874409
Gaia DR3 2927163908946113408,2927163908946113408,100.53201116577229,-20.728054508579753,1.3701511295599553,0.35062554,6.399106430990411,3.2269012409001645,1.024698,19.718401,2.2821674,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.917468755423696
Gaia DR3 2933253485384066816,2933253485384066816,102.08151901962256,-19.971075077222253,1.3503858436979714,0.03065212,-2.056333700016916,3.134930605229178,1.0563197,15.467268,1.1208591,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4974.738,4.5344,-0.2778,760.4261,0.1432,0.1142,0.0608,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9181845664917936
Gaia DR3 2926854705664159872,2926854705664159872,100.9252584256646,-21.455825238135862,1.4087280825287392,0.65005296,-1.8788260714023257,3.8231215112328605,1.2008058,20.306372,1.4480896,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9187418391367888
Gaia DR3 2926813194800579072,2926813194800579072,101.56149207876153,-21.63692379211914,1.378116399686793,0.10073904,17.738522337989668,-2.1349438475856033,0.97830796,18.08137,2.1460648,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3666.6829,4.6949,-0.5533,617.5045,0.4417,0.3035,0.1766,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9194238459341137
Gaia DR3 2926867796724846080,2926867796724846080,100.83763968219999,-21.39115504954939,1.400447912015765,1.2076727,2.8831531843854887,-3.328203887634502,0.9509759,20.781713,2.0332012,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.921639419592844
Gaia DR3 2933257574186190080,2933257574186190080,101.97146982693724,-19.90262360044612,1.3982316168156794,1.0588628,-1.2087318818665336,2.568873704889933,0.96968126,20.77317,1.0114746,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9223850767806258
Gaia DR3 2933258811136711680,2933258811136711680,101.88425279436042,-19.864419156000352,1.3757910239841962,1.4124322,-1.4239405854524088,-0.15421281635326653,0.9752781,20.880781,1.027359,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9224810720339943
Gaia DR3 2926204000943588352,2926204000943588352,102.45286196196062,-21.001146262102353,1.3502927309455708,0.063653186,1.0047191621355493,-5.872336430686333,1.0043094,17.182661,1.8645096,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4148.4565,4.6668,0.1979,676.7921,0.6862,0.4928,0.2684,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9226730707998166
Gaia DR3 2932994546092955392,2932994546092955392,102.42803838415324,-20.375785016945116,1.389298500552751,0.11279568,-12.960174140966878,-9.136373869411061,0.9947618,17.9455,2.0685272,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3798.9412,4.7566,-0.2647,608.6579,0.5754,0.3988,0.2264,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9229559792694504
Gaia DR3 2927191014484096512,2927191014484096512,100.61363931410226,-20.340496834911626,1.4082515599127823,1.3721361,-0.5130736447750087,1.5497531072140331,0.88050973,20.784048,1.2529087,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.92313586764093
Gaia DR3 2927299144583859328,2927299144583859328,100.93816447921267,-19.968708596172476,1.3853339429275209,0.43523324,4.152407461689879,-9.304019566304797,1.0054225,19.985657,2.6143875,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9234451485789499
Gaia DR3 2933041863752905344,2933041863752905344,102.40272454583732,-20.31995469369579,1.3863801927657031,1.4825244,0.41294329501281823,-1.0807078551063527,0.9627405,20.724808,1.3217812,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9238160700060216
Gaia DR3 2926063538323860096,2926063538323860096,101.71320955976707,-21.623392192685337,1.3722333089607597,0.53414536,3.159508811176087,-10.967590129626663,0.99293184,20.401485,1.9717731,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9238552515423568
Gaia DR3 2933257501170800512,2933257501170800512,101.9859078171657,-19.906203442781695,1.3807293533656912,0.13085115,-8.9610316776489,9.79802486948893,1.0432969,18.31487,2.328724,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3490.259,4.7062,-0.4816,540.4202,0.3552,0.2372,0.1459,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9256293280804437
Gaia DR3 2926171634062923776,2926171634062923776,102.30283996834115,-21.27825688578626,1.3900226750377014,0.58330286,-2.084847238843186,3.7579509640724966,1.0409222,20.347445,2.0520954,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9257816620185958
Gaia DR3 2933047979790365696,2933047979790365696,102.29833477903189,-20.156940247139023,1.3928308575810935,0.01722957,-4.311214550626789,13.470632404010308,0.947149,14.207065,0.8487873,17.096636,NOT_AVAILABLE,0,true,true,false,false,false,true,true,5699.697,4.4584,-0.4401,654.7005,0.0734,0.0613,0.0329,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9258322182308883
Gaia DR3 2927170952700447744,2927170952700447744,100.5477581493439,-20.51346075007181,1.3532883850561332,0.3013074,0.9386831190121536,-5.050719282832735,1.0164975,19.483845,2.5693188,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9263332288148064
Gaia DR3 2933061380088307584,2933061380088307584,102.21165820016994,-20.063430725346507,1.3985561709757415,0.08457038,-4.2575490350081395,-1.2777026808258087,1.0143862,17.56302,1.9093685,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4153.8916,4.6707,0.0786,772.3273,0.7,0.4998,0.2736,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9264204222389946
Gaia DR3 2927297121651747968,2927297121651747968,100.87343374301601,-20.01223995113471,1.35763725023838,0.5479127,-0.7148699733740815,-0.4206085342297056,1.0405632,20.0615,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9264725179613246
Gaia DR3 2933061483167518592,2933061483167518592,102.21480276399502,-20.06021316709808,1.3633768833499633,0.04084622,-2.0366797463375304,0.535325104999135,1.1160322,16.0121,1.2905626,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4639.2437,4.6593,-0.4602,624.0929,0.1666,0.1294,0.0688,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.930784635919488
Gaia DR3 2933270562173889664,2933270562173889664,101.87392417550195,-19.851534686447245,1.3964233133405484,0.030372486,-4.439455320887653,-1.7241340505810137,1.0510296,15.534355,1.1825924,,VARIABLE,0,true,false,false,true,false,true,true,4884.208,4.486,-0.6797,741.2958,0.2699,0.214,0.115,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9308619575799186
Gaia DR3 2927289081479505152,2927289081479505152,100.74338136490957,-20.125877134713804,1.361392005356096,0.08892969,-9.69291001478811,-4.5965082586259705,1.0456471,17.721975,2.0447369,,VARIABLE,0,false,false,false,true,false,true,true,4086.0916,4.5173,0.1654,916.0769,0.9241,0.6496,0.3617,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9334815667133876
Gaia DR3 2927316530610996992,2927316530610996992,101.55618917083576,-19.78588801625896,1.3690841314246522,0.37789416,-3.4818091597760863,7.589112901538446,1.0435324,19.78727,2.3117867,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9336131315573671
Gaia DR3 2926793373531888000,2926793373531888000,101.37699373656845,-21.64406890160296,1.3902556054723758,0.8705929,0.8592485303794026,2.270552803328298,1.0608613,20.544695,1.6753368,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9340869648229708
Gaia DR3 2927313270734983808,2927313270734983808,101.26119041496538,-19.814139363566223,1.3508184725254697,0.02700628,-4.408961984408667,-1.4962859445270413,0.98233837,15.370289,1.1281109,,VARIABLE,0,true,false,false,true,false,true,true,4990.6304,4.5582,-0.0996,719.6818,0.1493,0.119,0.063,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9347902094129787
Gaia DR3 2927297701471753344,2927297701471753344,100.88201716529544,-19.994105075430394,1.3544807274176716,0.40621227,6.151250064272007,5.620179661759931,1.0039346,19.782639,1.8010521,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9352849668816222
Gaia DR3 2926812404526579328,2926812404526579328,101.59656914797831,-21.65111258128384,1.3780295636082847,0.3252543,10.7951036985755,1.0219755508968422,1.0043488,19.6595,2.4909344,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9357532923289567
Gaia DR3 2927192942930490880,2927192942930490880,100.63505187937679,-20.268268889382743,1.4022863368681326,0.6224234,0.4427487221628681,1.53957315586872,0.95796204,20.36882,1.1324253,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9375306131193953
Gaia DR3 2927291241843843968,2927291241843843968,100.80184948482656,-20.05738531756248,1.390322689432978,0.39462268,4.368925548356913,4.166639458487757,1.0060524,19.956455,2.5644283,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9388537107388567
Gaia DR3 2926162185135842560,2926162185135842560,102.0820375383179,-21.495873665139047,1.379450646902098,0.8495759,-2.635558385257376,6.908002975713548,1.0793577,20.531912,1.8313923,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9412948226156548
Gaia DR3 2927324433350215680,2927324433350215680,101.15144612111895,-19.840172201198556,1.4057073481054503,1.5530936,0.2456080165889719,2.356225455387261,1.0177276,20.85495,1.4684448,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9416018103330959
Gaia DR3 2927313300795041920,2927313300795041920,101.24547225204024,-19.810828539450384,1.3576777648852378,0.21820962,1.8575400442424697,-5.011239553958685,1.0371739,18.89881,2.2409344,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3369.2153,4.6815,-0.8392,479.0076,0.2274,0.1529,0.0884,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.941814566940406
Gaia DR3 2932987678440802304,2932987678440802304,102.49469090339628,-20.511966225446255,1.399921043273407,0.6892587,-4.993619018166657,-10.7187319429821,1.0138581,20.32577,1.9094372,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9418737450000843
Gaia DR3 2933060108777985024,2933060108777985024,102.28001963772573,-20.109657634401565,1.4051673329448986,0.26357907,-11.456093926408936,10.798782057834813,1.1307676,19.105097,2.0778313,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9421815475267924
Gaia DR3 2933046880273837440,2933046880273837440,102.35043971668559,-20.196794522062266,1.3896611448308005,0.6929643,-1.688450114866459,3.8215178602379822,1.0079435,20.534836,1.61059,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9423785405267505
Gaia DR3 2927324918686313600,2927324918686313600,101.20414852331473,-19.821644164478542,1.4074881484017063,0.027666723,-5.676936674789605,-1.7949029699849062,1.0030754,15.251978,1.0946636,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,5012.726,4.5398,-0.2446,706.774,0.1084,0.0868,0.0462,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.942571957309536
Gaia DR3 2927084812831039744,2927084812831039744,100.56058710681751,-21.032310032655317,1.3962429667251277,0.7958792,0.14514804441708717,1.8174760719516583,1.0734932,20.56818,1.0870438,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9434702644154324
Gaia DR3 2933273414032188416,2933273414032188416,101.75841595670225,-19.803676276237336,1.3506943413822414,0.051856935,-3.899901572407217,3.2083489466127544,0.995235,16.742617,1.5613747,,VARIABLE,0,true,false,false,true,false,true,true,4159.864,4.4609,-0.2083,909.2409,0.0059,0.0044,0.0023,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9434863125259221
Gaia DR3 2927084881550510976,2927084881550510976,100.55863660225563,-21.028947977592097,1.3779289913287431,1.4418969,-1.013936088027937,3.0559350441875495,1.0860314,20.825645,,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9440882014476683
Gaia DR3 2926962595248036096,2926962595248036096,102.52428320734751,-20.783351399090296,1.40706239966016,0.065864705,-7.30950012623055,6.176954161480671,1.0376333,17.01534,1.6376896,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4381.6753,4.5988,0.3356,890.7076,0.5211,0.3859,0.2041,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9479887634286513
Gaia DR3 2927092784287919616,2927092784287919616,100.5037733599245,-20.81558751208463,1.384819222856327,1.5013496,-4.192153574680996,-4.352240062119581,0.95804316,20.84871,1.6469803,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9485274779468589
Gaia DR3 2927140711828717824,2927140711828717824,100.49871952311261,-20.71666510066164,1.352646065792986,1.1337569,-0.28432110301609415,0.47500420264254495,0.9518495,20.707027,0.7957077,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9485954175819633
Gaia DR3 2927323196399614080,2927323196399614080,101.10459783679175,-19.850460096873434,1.3572884656454025,1.1203238,-0.287622926945188,1.1577060483119768,1.0656241,20.66151,1.1709938,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9488750581485491
Gaia DR3 2926163589593747584,2926163589593747584,102.20178596218052,-21.417015023627243,1.3643586423680538,0.26098245,-10.253139855452924,1.13200281642994,1.0660394,19.256939,2.8624058,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9492083980841534
Gaia DR3 2932994756557253504,2932994756557253504,102.44552584626977,-20.34051429087582,1.4072763238058397,0.5680172,0.3644496586357163,2.8435659843062995,0.99204654,20.109493,1.8659763,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9517262943539497
Gaia DR3 2927290799466386816,2927290799466386816,100.76444003405277,-20.074152641002243,1.3922636668762738,0.121650256,-9.229452181161006,-0.08427639946783996,0.9854084,18.328514,2.0955086,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3936.1882,4.4945,0.0068,1168.8405,0.8683,0.6064,0.3399,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9526132000741443
Gaia DR3 2926854224625814400,2926854224625814400,100.91044320466085,-21.487905708379877,1.3686038298073457,0.5966835,2.6458870618834447,-7.084645775048288,1.1250037,20.190977,2.8001823,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9527306199554364
Gaia DR3 2932993450877237632,2932993450877237632,102.47719409936246,-20.41389838242669,1.358856868399702,0.78821325,-0.46474843378448855,-0.6330336369289836,1.023105,20.553968,1.0615082,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.952873865336204
Gaia DR3 2926855083621647232,2926855083621647232,100.86759053491932,-21.458630725244678,1.3970061666738613,1.8027847,-0.40334375844359266,0.31517433361256486,0.90453887,20.865747,1.0268288,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9540020578550967
Gaia DR3 2927194179874401920,2927194179874401920,100.63822473759467,-20.22936707024121,1.393466281887954,0.12203711,-4.0551994917177785,-4.4325972866402985,1.2024266,18.084501,2.2566223,,NOT_AVAILABLE,0,false,false,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9543617078340263
Gaia DR3 2926066282811469824,2926066282811469824,101.9375149136857,-21.58801606684623,1.356372512735063,0.21319634,4.333592261864894,-16.143934658143014,1.0142527,19.1098,2.1420116,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9553384716253481
Gaia DR3 2933043783599590528,2933043783599590528,102.38744524754539,-20.226525285673848,1.373059713775517,1.2134697,3.0709560782026566,-3.004518561879834,1.146532,20.68244,1.0746212,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9557300454249452
Gaia DR3 2926871782449439232,2926871782449439232,100.72198321684455,-21.326467140014405,1.377793151226937,0.7408989,-2.6953799440552753,-0.36219721478096223,1.041444,20.61019,2.074276,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9563024461694695
Gaia DR3 2927288497364006912,2927288497364006912,100.67632244746865,-20.170165157937713,1.3531609146595016,0.060772337,10.631165109283133,-10.948689388652225,1.0106422,17.01547,1.9764595,,VARIABLE,0,true,false,false,true,false,true,true,4061.8477,4.6368,0.1968,585.6353,0.6617,0.467,0.2615,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9566913446430955
Gaia DR3 2927065846255562496,2927065846255562496,100.58821389888949,-21.13153710956209,1.371086208202666,1.0217056,3.5390398328876542,-2.732581459172313,0.95752484,20.978706,1.9846039,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9573243427483037
Gaia DR3 2933274303083715584,2933274303083715584,101.63672859505189,-19.767949714428244,1.3608024943396155,0.28234515,-2.2803326876442775,-0.4110800752421458,1.0051405,19.34069,2.7153568,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.957740549958609
Gaia DR3 2927140509964384256,2927140509964384256,100.48892247871262,-20.73923832367974,1.3853169780396801,0.2564026,-5.42988743410025,3.8524886668797125,1.017128,19.386879,2.1245728,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9579074810701234
Gaia DR3 2927085156432262528,2927085156432262528,100.53539945909081,-21.00846328116588,1.3559916147413218,0.050201017,2.2097238913959156,0.1334982770634492,1.0234534,16.784283,1.9396429,,VARIABLE,0,true,false,false,true,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9582856474410401
Gaia DR3 2927299419461720320,2927299419461720320,100.90793161032326,-19.94597196275635,1.3774881277493225,0.4217772,-2.7128366628455374,-1.7654958508101413,1.0360206,20.007868,2.4255428,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9585248831850736
Gaia DR3 2927290623365964288,2927290623365964288,100.73263811603815,-20.098306984971266,1.3925414675192507,0.46777067,1.0885627127810622,-2.073518480692268,1.0705713,20.139874,2.148079,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9589312313371813
Gaia DR3 2927194519180296064,2927194519180296064,100.64843173032132,-20.205046844464526,1.4035212990593402,1.4488392,-0.8273121494307318,-2.8736161662950583,0.99131197,20.823454,1.4159527,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9590198819828623
Gaia DR3 2933255065932023680,2933255065932023680,102.0276813265405,-19.88930393571347,1.4069781334287492,0.014782919,-1.36436459645952,20.846266614052823,1.1935022,12.487329,0.7730236,53.123817,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9596090755096038
Gaia DR3 2926964072716782464,2926964072716782464,102.53655544221178,-20.788253717299117,1.376766095126203,0.08163222,-9.635210439632093,1.0070327224419418,0.9987708,17.390978,1.870451,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4142.139,4.5285,0.2861,910.3622,0.6943,0.4974,0.2726,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9597661014151487
Gaia DR3 2927169269070978304,2927169269070978304,100.50018055077382,-20.564893782091534,1.3828678253614686,0.014812585,-5.606492841780142,5.075104696259951,1.0478649,8.67446,1.3057542,92.857605,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9600866931405068
Gaia DR3 2933273444095375360,2933273444095375360,101.765681834979,-19.788004470563415,1.3737113947110924,0.9920021,0.5795708235516375,1.62279858525608,1.0656819,20.730043,1.1515617,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9603549004764184
Gaia DR3 2927092681214316800,2927092681214316800,100.49233750962846,-20.8298955523313,1.3583820837630216,0.23354606,-6.335541078222784,8.818429016882547,1.0529648,19.230022,2.399973,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.9606719260692449
