designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 2927009461931719040,2927009461931719040,101.51323389571529,-20.721845595774607,1.4061142086709058,0.029846596,-4.452984511266016,-1.3112684443880251,1.2886716,8.906782,-0.04678631,20.554789,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.003243775802463737
Gaia DR3 2927009393212237440,2927009393212237440,101.52748275851931,-20.72659785013504,1.3522227731139351,0.0140394885,-4.621183503441464,-1.4089083507767375,0.9208458,12.969056,0.62052155,22.64651,VARIABLE,0,true,true,false,true,false,true,true,6501.1143,4.2827,-0.4484,679.93,0.1022,0.0892,0.0481,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.015805751670612506
Gaia DR3 2927008980887462400,2927008980887462400,101.51029689428272,-20.74008229813467,1.3637956603510422,0.023120163,-4.562790559846487,-1.105834540013178,1.1615713,10.261493,0.038676262,17.475235,NOT_AVAILABLE,0,true,true,true,false,false,true,true,10553.928,3.9699,-0.9973,792.1793,0.2029,0.1959,0.1044,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.02160226009841997
Gaia DR3 2927008980895402368,2927008980895402368,101.50281832738021,-20.741685475644772,1.357741659986287,0.018498104,-4.272956066703009,-1.51052749390919,1.012165,14.4656105,0.8981638,24.365664,VARIABLE,0,true,true,false,true,false,true,true,5443.778,4.4335,-0.3275,754.4335,0.0416,0.0344,0.0184,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.024919447840828137
Gaia DR3 2927008980895405056,2927008980895405056,101.49893735346963,-20.743019249117484,1.370459542475695,0.018460728,-4.271527625428095,-1.4892415407078958,1.0189847,14.497212,0.90285397,21.565203,VARIABLE,0,true,true,false,true,false,true,true,5446.28,4.4768,-0.4819,701.5577,0.035,0.0288,0.0154,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.027674695081451307
Gaia DR3 2927008602938272512,2927008602938272512,101.52444281450126,-20.748428400316914,1.3684663498456333,0.09614093,-4.097139397642841,-1.3761116161399802,0.95783573,17.868073,2.0418205,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3561.48,4.5252,-0.7612,559.111,0.3765,0.2594,0.1457,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03170681866014404
Gaia DR3 2927008740377199104,2927008740377199104,101.546657482567,-20.72431307062916,1.3723030773937552,0.012602067,-4.266172162238228,-1.433554865972877,1.0839936,13.311556,0.6782665,20.18812,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6223.1143,4.321,-0.2855,695.6171,0.0658,0.0566,0.0306,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03208703921120904
Gaia DR3 2927008224981157760,2927008224981157760,101.5162789404193,-20.750904119638744,1.3548836671989153,0.020956323,-4.300894472819891,-1.4225408977045941,1.1263353,10.832113,0.056755066,21.936028,NOT_AVAILABLE,0,true,true,false,false,false,false,true,9200.803,3.9405,-1.0314,843.316,0.0613,0.0585,0.0311,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03244151008476177
Gaia DR3 2927009255773305856,2927009255773305856,101.47697111890396,-20.718963848609103,1.3509128889516666,0.023231223,-4.308844608519851,-1.3862166316562665,1.1330345,9.40698,7.009506E-4,24.887083,NOT_AVAILABLE,0,true,true,true,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03360338549525653
Gaia DR3 2927009736809618048,2927009736809618048,101.48616216310018,-20.6898945393555,1.36262595583157,0.016342906,-4.149094975567128,-1.0660866563792684,1.0494053,14.099378,0.8920908,18.658787,VARIABLE,0,true,true,false,true,false,true,true,5363.6533,4.3305,-0.7634,712.064,0.0056,0.0046,0.0025,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03808361540044466
Gaia DR3 2927009526348691968,2927009526348691968,101.54806824535058,-20.696860843313083,1.3656467584815606,0.73323125,4.902205413599889,-5.682975863682296,1.1272416,20.508318,1.6789093,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.03944295969515518
Gaia DR3 2927008671657716352,2927008671657716352,101.55965114048985,-20.725259409931475,1.3576042475370715,0.014359541,-4.315306813911302,-1.2476701559447454,1.1274265,13.419628,0.70621395,25.834091,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6021.961,4.3182,-0.429,706.4602,0.0153,0.0131,0.0071,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.04423199548005848
Gaia DR3 2927012657387382144,2927012657387382144,101.4749175040318,-20.687534940142974,1.3707543988172497,0.025149124,-4.4703957504179055,-1.3612990171102333,1.0579623,14.885646,1.0076609,,VARIABLE,0,true,true,false,true,false,true,true,5282.6724,4.5687,-0.3828,633.748,0.1065,0.0866,0.0461,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.04720394624511565
Gaia DR3 2927015406162178560,2927015406162178560,101.56105294673692,-20.69066719968925,1.3802675088233927,1.3352025,0.4150616769128313,-4.151384802878431,1.0859386,20.782072,2.0944424,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.0530133031978679
Gaia DR3 2927008495554860288,2927008495554860288,101.5706824070655,-20.733231160976914,1.3504910860895691,0.018482327,-4.246315411472758,-1.3618619096518834,1.1313211,14.343017,0.8562021,23.738121,VARIABLE,0,true,true,false,true,false,true,true,5617.5444,4.4801,-0.3697,661.1774,0.0695,0.0579,0.0312,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.055987562239789575
Gaia DR3 2927012279430282368,2927012279430282368,101.45390713820116,-20.702033364894508,1.3730730443055226,0.013628636,-4.270169740010361,-1.3098727473888654,1.0343186,12.651921,0.55669117,26.799812,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6647.3936,4.189,-0.2383,758.4808,0.0436,0.0383,0.0207,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.05761539768361207
Gaia DR3 2927018700395781120,2927018700395781120,101.51185668075821,-20.660560389735497,1.3725199612533772,0.101565555,-3.939151020889674,-1.2480368209248505,0.9726848,17.913712,2.0955296,,NOT_AVAILABLE,0,false,false,false,false,false,true,true,3746.951,4.6782,-0.2875,632.9476,0.5567,0.3839,0.2196,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.05806499988162974
Gaia DR3 2927008018822891776,2927008018822891776,101.49922203291081,-20.77666459305076,1.3926004426969374,0.0136186415,-4.310436471971672,-1.4391718389917691,1.0312722,12.461327,0.5117636,26.987154,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6907.5986,4.2082,-0.2236,753.8096,0.0785,0.0697,0.0375,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.059439113372979996
Gaia DR3 2927015436222006400,2927015436222006400,101.56559901611877,-20.68332625449954,1.3778298359604917,0.014668607,-4.647084362334987,-1.409018747463995,0.9806366,12.896435,0.6085701,22.665453,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6451.5244,4.2315,-0.2741,721.4663,0.0482,0.042,0.0226,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.06062985469317826
Gaia DR3 2927008289399877120,2927008289399877120,101.56484547155739,-20.759218365401534,1.353399617334217,0.029235598,-4.4994266154269456,-1.6558797221583792,1.2242777,9.260327,-0.01951027,22.715466,NOT_AVAILABLE,0,true,true,true,false,false,true,true,10351.8955,3.7729,-1.1195,648.6982,0.0706,0.0683,0.0364,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.06331497989314419
Gaia DR3 2927009152694259200,2927009152694259200,101.44227345519592,-20.740536908920717,1.3778621453231672,0.015792234,9.289200138231372,-29.783376414492658,1.0360359,14.035318,0.81926155,-11.753651,NOT_AVAILABLE,0,true,true,false,false,false,false,true,5755.6157,4.3894,-0.8352,714.1937,0.071,0.0596,0.0323,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.06959275851587875
Gaia DR3 2927007881383776000,2927007881383776000,101.55412417663268,-20.780953393663534,1.3570472717397914,0.07021008,-1.0640545091124893,1.03407775249402,1.0550785,17.110586,2.039609,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4946.139,4.7315,-1.0196,501.4011,2.4775,1.8369,1.0095,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.07329529343499341
Gaia DR3 2927014409733999872,2927014409733999872,101.59300799394234,-20.713376171301352,1.3955646814326208,0.021115793,-4.673267534546539,-1.3916296403320703,0.9890125,14.795209,0.97818756,,VARIABLE,0,true,true,false,true,false,true,true,5339.501,4.6275,-0.2956,617.3896,0.075,0.0611,0.0325,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.07511539549753102
Gaia DR3 2927015818483252992,2927015818483252992,101.54922369432153,-20.650735988771448,1.3992829863233671,0.02589001,-4.237764395224094,-1.614046366813029,1.062407,15.052815,1.2392063,,VARIABLE,0,true,false,false,true,false,true,true,4653.584,4.3127,-1.027,667.1951,0.1746,0.1366,0.0732,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.07591381386429209
Gaia DR3 2927018739061023872,2927018739061023872,101.51626133250107,-20.642163716258846,1.3575936948047673,0.018565703,-4.095814601606712,-1.4122342320252697,0.9803428,14.377701,0.8813772,25.488768,VARIABLE,0,true,true,false,true,false,true,true,5489.7188,4.4602,-0.4735,704.4727,7.0E-4,6.0E-4,3.0E-4,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.07651833206981956
Gaia DR3 2927008431131408640,2927008431131408640,101.59489274287617,-20.740921812760003,1.3821587921847254,0.36684173,-4.609356664623036,-0.8521231573301814,0.9909393,19.865976,2.3952026,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.07986601493359312
Gaia DR3 2926996508310366848,2926996508310366848,101.56794614232078,-20.78002756438307,1.3562890818487847,0.035860736,-4.184114798717927,-1.5624076685015773,1.1017439,15.783046,1.2563047,,VARIABLE,0,true,false,false,true,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08013342851026849
Gaia DR3 2927018837835898240,2927018837835898240,101.53331874228992,-20.640572113039376,1.395158521007791,0.1456371,-4.236745951878687,-1.3774215626192845,1.0674037,18.360884,2.076025,,NOT_AVAILABLE,0,false,false,false,false,false,true,false,3560.9128,4.5501,-0.8271,591.0498,0.5317,0.3606,0.213,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08034995218799529
Gaia DR3 2927018842140229248,2927018842140229248,101.52688435232655,-20.634314532515926,1.3605815913054948,0.0163637,-4.323300443597538,-1.364712282769688,1.2505956,12.224606,0.46074295,24.374899,VARIABLE,0,true,true,false,true,false,true,true,7213.645,4.1691,-0.4152,741.7477,0.1425,0.1279,0.0687,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08531251503411215
Gaia DR3 2927015642383062144,2927015642383062144,101.57541116091637,-20.654548710250662,1.3502334613185163,0.478347,0.008545566786412828,3.7494744942318405,1.05372,20.118593,1.3712082,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08674802883892428
Gaia DR3 2927018979579196544,2927018979579196544,101.49789200559245,-20.632901852565823,1.3533265267075925,0.021325566,-4.45084188112554,-1.2991816498221682,1.046816,14.783478,0.9723177,,VARIABLE,0,true,true,false,true,false,true,true,5243.0557,4.4869,-0.4175,718.8996,0.019,0.0154,0.0082,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08685727153230294
Gaia DR3 2927018979579196416,2927018979579196416,101.49578248312108,-20.631285325341565,1.3775497530656091,0.014493713,-4.505604861974678,-1.4311571020588478,1.0461142,13.009652,0.6186352,23.40424,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.08878755806377919
Gaia DR3 2927012515646285440,2927012515646285440,101.42019897605,-20.693614839029824,1.3750256560964857,0.03528871,-4.373189255143231,-1.3550286591818206,1.1926795,7.8132257,-0.08679581,,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09024214673956472
Gaia DR3 2927018979579426688,2927018979579426688,101.48337170636329,-20.630927088533994,1.3622631016816587,0.036996376,-4.4766217324066675,-1.52233370225998,1.0531471,16.010496,1.3102283,,VARIABLE,0,true,false,false,true,false,true,true,4733.0996,4.491,-0.4535,825.4021,0.3702,0.2882,0.1539,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09193797929092172
Gaia DR3 2927014341014518528,2927014341014518528,101.61179509033552,-20.718900372813586,1.3749968667144337,0.030406242,-3.8621692718250284,-1.5108289432535573,1.0563904,15.619669,1.4215221,,VARIABLE,0,true,false,false,true,false,true,true,4561.312,4.2169,-0.785,835.0049,0.4739,0.3638,0.1957,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09250349630971803
Gaia DR3 2927013138423695488,2927013138423695488,101.45719990766074,-20.63685077986802,1.3623535470875234,0.013409487,-4.182183409592687,-1.4216653270644948,0.9670398,12.741211,0.5730829,23.735743,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6655.993,4.2369,-0.1857,741.0256,0.0782,0.0686,0.037,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09695889168780693
Gaia DR3 2927019009634594048,2927019009634594048,101.49817104551039,-20.622262854209524,1.405102947929995,0.29756412,-4.324624716497427,-1.130243375585309,1.004148,19.530909,2.6331558,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09733436014353539
Gaia DR3 2927002589984001408,2927002589984001408,101.61795854311138,-20.73167639449234,1.364406601289956,0.029782094,-4.2621597791289725,-1.5187687685636373,1.0585935,15.520828,1.1522398,,VARIABLE,0,true,false,false,true,false,true,true,4967.642,4.6256,-0.0524,698.9831,0.1897,0.1507,0.0796,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.09912774418481644
Gaia DR3 2927016299511153152,2927016299511153152,101.56400378791746,-20.628396001564738,1.3659972833147893,0.459414,1.8695945715787985,-0.4983974656778758,1.1130084,20.00282,2.1904182,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10210933601339821
Gaia DR3 2927002589984002432,2927002589984002432,101.62070859608863,-20.734879652220652,1.37049635199185,0.01847324,-5.568526326925619,-0.5828670444193361,1.137343,14.193115,0.86289215,28.548412,VARIABLE,0,true,true,false,true,false,true,true,5460.767,4.3898,-0.6922,703.8171,0.0032,0.0027,0.0014,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10213775949418935
Gaia DR3 2927018876491536000,2927018876491536000,101.55551800736099,-20.624003550872292,1.3743069150810134,0.87677586,0.1994726821155168,2.2548972850735365,1.005474,20.510412,1.8678951,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10267426841646077
Gaia DR3 2927013791258740480,2927013791258740480,101.43598664763478,-20.64512230419528,1.3851955311209472,0.084103346,-4.333827559027561,-1.038176599061599,0.9844383,17.638304,1.9305172,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,3634.186,4.5056,-0.857,582.2929,0.2503,0.1749,0.0966,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10285303058682982
Gaia DR3 2927006232108826752,2927006232108826752,101.50660693736758,-20.821756330254164,1.362926557940177,0.704178,-1.1073448395200869,-0.030876632397267165,0.997389,20.511616,1.2855091,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10330657905689399
Gaia DR3 2927002486904801152,2927002486904801152,101.61883428539245,-20.755506385773145,1.374842966804149,0.023424402,-4.296125880149836,-1.6254066015989947,0.9588155,14.982175,1.0196095,,VARIABLE,0,true,true,false,true,false,true,true,5163.714,4.5843,-0.3739,624.4788,0.0461,0.0372,0.0198,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10571978140329753
Gaia DR3 2927013791258733952,2927013791258733952,101.43982375038155,-20.63776905472498,1.3701576807091473,0.014394628,-4.386532492918906,-1.2695501148276231,1.0202605,13.748496,0.7503586,20.966618,VARIABLE,0,true,true,false,true,false,true,true,5848.424,4.3425,-0.3748,678.1705,0.0016,0.0014,7.0E-4,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10587816187601573
Gaia DR3 2926996577029819392,2926996577029819392,101.60959904350705,-20.77491455855276,1.4034247502455497,0.043755185,-4.31617887551369,-1.3426915140910665,0.9828979,16.429968,1.4652052,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4407.4116,4.5498,0.066,812.2575,0.2244,0.1689,0.0889,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10652411909186936
Gaia DR3 2927013378941900800,2927013378941900800,101.41669406227857,-20.66085922510546,1.3599808649395335,0.029407153,-4.229333849948591,-1.3791678645716554,1.0698501,15.497345,1.1671467,,VARIABLE,0,true,false,false,true,false,true,true,4892.167,4.5431,-0.2266,724.5837,0.1482,0.1174,0.0624,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10693721463134277
Gaia DR3 2927007469066985728,2927007469066985728,101.41668086952666,-20.777513378190697,1.402482396140092,0.036754433,-4.2562185297974064,-1.4194129520943883,1.0004686,16.152187,1.4270706,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4449.8853,4.4897,-0.389,758.4966,0.2573,0.1953,0.1035,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10753751721598023
Gaia DR3 2927013894337938816,2927013894337938816,101.44688919831027,-20.628593493701732,1.365917659967565,0.0129598295,-4.518450868455059,-1.496104890436571,1.0421853,13.448065,0.7028122,26.065834,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6041.8193,4.3324,-0.2985,715.3238,0.0109,0.0093,0.005,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1091702128822773
Gaia DR3 2927007537786459008,2927007537786459008,101.4063788770931,-20.7647221667949,1.3705616817794546,0.014943703,-4.606424581820824,-1.3995945716741474,1.0478203,13.90236,0.7871437,26.798754,VARIABLE,0,true,true,false,true,false,true,true,5776.501,4.4019,-0.3672,648.8033,0.0318,0.0268,0.0144,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.10976566483678367
Gaia DR3 2927010664522640768,2927010664522640768,101.39716454188084,-20.743428610705177,1.3782929927378529,0.016423002,-4.580126265403908,-0.8783960902143004,1.0833652,14.10036,0.9859638,17.336113,NOT_AVAILABLE,0,true,true,false,false,false,false,true,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1110455204868513
Gaia DR3 2926996370871388800,2926996370871388800,101.61440637116299,-20.77772074112992,1.3592999586776162,0.031103566,-4.3093783074493635,-1.5138101392206438,1.0105928,15.742226,1.2342844,,VARIABLE,0,true,false,false,true,false,true,true,4750.5664,4.6123,-0.0252,686.0525,0.1359,0.1061,0.0559,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.11182290070575782
Gaia DR3 2927013928697668864,2927013928697668864,101.45179546569187,-20.61919008802817,1.3850886823406812,0.014754103,-4.653714685299472,-1.442356359369712,1.2678922,13.278018,0.69201756,25.706022,NOT_AVAILABLE,0,true,true,false,false,false,true,true,6158.7705,4.3166,-0.2316,702.3318,0.0509,0.0436,0.0235,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1146905697288944
Gaia DR3 2927007262908564736,2927007262908564736,101.41642477340943,-20.79121179821686,1.3525281798913864,0.025076354,-4.45816290169048,-1.4854475416004032,1.3685722,11.123768,0.104393005,13.955171,NOT_AVAILABLE,0,true,true,false,false,false,true,true,9001.249,4.1114,-0.2523,846.8112,0.1077,0.1023,0.0543,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.11579269287720835
Gaia DR3 2927002315097923200,2927002315097923200,101.63538140228268,-20.751680035010946,1.3704183903126332,0.38638,-1.6406311937479863,-2.0705334701761102,1.1088814,19.77111,1.8861408,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1192275876290425
Gaia DR3 2926995752388394240,2926995752388394240,101.57470544229635,-20.826597108322858,1.3786332011426923,0.56770676,1.614788069511143,4.228057240422684,1.0945555,20.20039,2.3669014,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.12247246782121471
Gaia DR3 2926994412362234112,2926994412362234112,101.51576469078843,-20.84172770949813,1.3595950590375272,0.99665844,-0.3447678738156703,1.2963443180525809,1.0609676,20.622356,0.8588581,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.12313967298832958
Gaia DR3 2927014856410560000,2927014856410560000,101.64192934534303,-20.692638056256502,1.3753218981947006,0.06273307,-4.357294008119441,-0.9838618666658181,0.992439,17.064417,1.7065487,,NOT_AVAILABLE,0,true,false,false,false,false,true,true,4353.8823,4.5793,0.2643,880.5898,0.6047,0.4435,0.2362,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.12346316132882651
Gaia DR3 2927006090375049472,2927006090375049472,101.48144588771726,-20.838735085430134,1.350644840741384,0.4582094,0.9225669072319029,7.309229462192022,1.0607172,19.983255,2.0348892,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1236645605664897
Gaia DR3 2927014856410561792,2927014856410561792,101.64561107549967,-20.69783522812307,1.3882708915962836,0.03347675,-4.203523384994163,-1.264632249716274,1.061966,15.779782,1.2384882,,VARIABLE,0,true,false,false,true,false,true,true,4799.8477,4.5936,-0.0275,724.0092,0.1931,0.1512,0.0797,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.12586824265115906
Gaia DR3 2927013447663151232,2927013447663151232,101.39706666625275,-20.64905899036606,1.3644032472934466,1.4296466,-0.24802187285440375,0.6903409671543552,1.1185693,20.823647,1.0630131,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1287671791878652
Gaia DR3 2927019529334958848,2927019529334958848,101.54068526447348,-20.590937962327136,1.4063544664707577,0.021734651,-4.34378614396566,-1.3602073933869576,1.3556384,10.965144,0.3155918,,NOT_AVAILABLE,0,true,true,false,false,false,true,true,7825.9023,4.0121,-0.3747,638.9683,0.141,0.1296,0.0691,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13030025101397666
Gaia DR3 2927007434707269888,2927007434707269888,101.40254708950904,-20.798367595851097,1.408977544672469,0.042391337,-4.378938387144459,-1.5497513866573636,0.97173697,16.322838,1.460804,,VARIABLE,0,true,false,false,true,false,true,true,4533.3975,4.659,0.3983,723.6492,0.326,0.2464,0.129,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13041220354977032
Gaia DR3 2927002207724207616,2927002207724207616,101.64388445216615,-20.76718218605839,1.3803954767331987,1.511472,-1.2691664320774843,0.3235031780497895,0.96956325,20.755056,0.60561943,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1317733539032555
Gaia DR3 2927014169215846784,2927014169215846784,101.42620407854437,-20.6141929354656,1.3733512719776528,0.029703379,-4.147629765755707,-1.1585953788647119,1.0240496,15.531839,1.1625757,,VARIABLE,0,true,false,false,true,false,true,true,4864.6733,4.4389,-0.7606,811.2219,0.1843,0.1465,0.0788,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13222641512823485
Gaia DR3 2927019907283815296,2927019907283815296,101.4703815598881,-20.59173186731937,1.3724960477706816,0.5512206,2.1640346937251955,-5.058467667762442,1.0302297,20.22477,2.0863914,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13297548774294088
Gaia DR3 2926995030833773696,2926995030833773696,101.60079668501851,-20.823778549171244,1.3709685612426612,0.4142323,3.6327906720579533,-1.4153036315663043,1.0198059,20.000566,2.4880314,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.1334678734422891
Gaia DR3 2927010458356828928,2927010458356828928,101.3791625198138,-20.771545466257734,1.3504448938595923,0.021656271,-3.2895293878881846,-1.0932519052254723,1.1890239,10.870433,0.08010101,10.725171,NOT_AVAILABLE,0,true,true,false,false,false,true,true,9355.797,4.0005,-1.1807,778.4387,0.1305,0.1246,0.0662,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13580187134152416
Gaia DR3 2927020113442256512,2927020113442256512,101.46177331700783,-20.587401557690495,1.3871627046173265,0.5724188,-1.6407580003102622,0.6210123831738505,1.0176661,20.356594,1.6088505,,NOT_AVAILABLE,0,false,false,false,false,false,false,false,,,,,,,,NGC 2287,101.51291667,-20.71861111,1.36,-4.339,-1.381,23.37,2000,0.13966373722930797
